text,expertise,risk
"To be honest, I dropped out of school because it was too difficult which makes everything worse.",Education,Medium
Lately I have been feeling that I need help building a professional resume and it's ruining my life.,Future Planning,Low
I am struggling because I am body-shamed by my peers and it destroys my confidence which makes everything worse.,Self-Esteem,Medium
I am struggling because I dropped out of school because it was too difficult and I have no support system here.,Academics,Medium
It is hard to admit but I am failing my end of semester exams which makes everything worse.,Academics,Medium
"To be honest, I feel like failing these assignments will ruin my entire future. I just want things to get better.",Education,Medium
I need to vent: We lack basic sanitation facilities in our community and it's ruining my life.,Health,High
"Honestly, Unemployment is making me feel like a burden and I have no support system here.",Future Planning,Medium
It is hard to admit but My parents cannot afford to sponsor my education anymore and it's completely draining my energy.,Financial,Medium
I feel embarrassed to ask about changes in my body during puberty and I have no support system here.,Hygiene,Medium
"Please help, I am struggling with my academic performance this term right now.",Academics,Medium
I need to vent: I have a severe infection but no access to a clinic and it's completely draining my energy.,Health,High
Can anyone advise me? I want to build my self-esteem but don't know how,Self-Esteem,Low
I find it hard to speak up or stand up for myself right now.,Self-Esteem,Low
I am struggling because I feel confused about transitioning from school to the workforce. I just want things to get better.,Career,Low
"Lately, I am facing extreme financial crisis and debt which makes everything worse.",Financial,High
I need to vent: I need advice on reproductive health but have no one to ask and it's ruining my life.,Health,Medium
Every day it's the same: I find it hard to speak up or stand up for myself right now.,Empowerment,Low
"To be honest, I am worried about my physical health and lack of nutrition and it's ruining my life.",Health,Medium
"To be honest, I feel like failing these assignments will ruin my entire future right now.",Academics,Medium
It is hard to admit but There is no clean or private place to change my pads at school and I have no support system here.,Health,Medium
I need to vent: I am facing extreme financial crisis and debt and it's completely draining my energy.,School Fees,High
"Please help, I want to become a stronger, more confident girl and I don't know what to do.",Self-Esteem,Low
"Honestly, I always seek validation from others to feel good",Self-Esteem,Low
I am struggling because I lack clean water for bathing and personal hygiene. I feel stuck.,Health,Medium
Can anyone advise me? I hate how I look and feel completely insecure and it's ruining my life.,Empowerment,Medium
"Honestly, I am facing severe period poverty and using unsafe alternatives. I feel stuck.",Health,High
It is hard to admit but Unemployment is making me feel like a burden and I don't know what to do.,Future Planning,Medium
I feel completely unprepared for the professional world after graduation.,Career,Medium
"To be honest, I am struggling financially to make ends meet each month. I just want things to get better.",School Fees,Medium
"Every day it's the same: I want to end my life, everything is too heavy and I have no support system here.",Mental Health,Critical
"I feel like I want to end my life, everything is too heavy and it's ruining my life.",Mental Health,Critical
Lately I have been feeling that My family has no money for food or basic survival and it's completely draining my energy.,Financial,High
"To be honest, I feel like I am not good enough for any opportunities right now.",Self-Esteem,Medium
I feel like I am struggling to find any motivation to get out of bed. I feel stuck.,Mental Health,Medium
Can anyone advise me? I struggle to say no when people pressure me into things. I just want things to get better.,Empowerment,Low
It is hard to admit but I don't have access to clean drinking water and I am sick. I just want things to get better.,Health,High
I feel like There is no clean or private place to change my pads at school and it's completely draining my energy.,Health,Medium
I need to vent: I want to believe in myself more but my inner voice is so negative and I don't know what to do.,Empowerment,Low
Lately I have been feeling that I need extra tutoring for my science courses and I don't know what to do.,Education,Low
Every day it's the same: I cannot find a job or internship anywhere and it's completely draining my energy.,Future Planning,Medium
"Honestly, I feel nervous about presenting my group project next week and I have no support system here.",Education,Low
Can anyone advise me? I dropped out of school because it was too difficult which makes everything worse.,Academics,Medium
"Honestly, I feel pressured to change my appearance just to fit in with others",Empowerment,Medium
"Honestly, I feel like failing these assignments will ruin my entire future right now.",Academics,Medium
"Lately, Severe panic attacks are making it impossible to breathe and it's completely draining my energy.",Mental Health,High
I feel like I have a severe infection but no access to a clinic and I have no support system here.,Health,High
Lately I have been feeling that I need help building a professional resume. I just want things to get better.,Future Planning,Low
I feel like I feel nervous about presenting my group project next week and I don't know what to do.,Academics,Low
I constantly doubt my abilities and intelligence. I feel stuck.,Empowerment,Medium
I am struggling because Unemployment is making me feel like a burden. It is so hard.,Career,Medium
Every day it's the same: I feel pressured to change my appearance just to fit in with others and it's ruining my life.,Self-Esteem,Medium
I feel like I don't have the skills required to get hired anywhere,Career,Medium
I need to vent: I don't know how to prepare for a job interview which makes everything worse.,Career,Low
I am failing my end of semester exams. It is so hard.,Education,Medium
I cannot afford sanitary pads and miss school every month right now.,Health,High
"Please help, I want to end my life, everything is too heavy",Mental Health,Critical
I feel like I feel completely hopeless and want to end it all,Mental Health,Critical
It is hard to admit but I always seek validation from others to feel good. I feel stuck.,Self-Esteem,Low
"Lately, I am struggling to find mentorship opportunities and I have no support system here.",Future Planning,Medium
I am struggling because I am falling behind on my reading list this semester,Education,Low
"To be honest, My family has no money for food or basic survival. I just want things to get better.",School Fees,High
Can anyone advise me? I am worried I will never find employment after graduation and I have no support system here.,Career,Medium
I feel like I cannot understand mathematics concepts. I feel stuck.,Academics,Low
Can anyone advise me? I want to find a mentor to guide my career right now.,Career,Low
It is hard to admit but I don't have the skills required to get hired anywhere right now.,Career,Medium
"To be honest, I've been crying for days and I feel completely empty. It is so hard.",Mental Health,High
Every day it's the same: I need advice on reproductive health but have no one to ask right now.,Hygiene,Medium
"To be honest, My anxiety is so bad I can't leave my room. I feel stuck.",Mental Health,High
"Honestly, I am planning to harm myself tonight because I cannot take it anymore. I feel stuck.",Mental Health,Critical
I am worried I will never find employment after graduation and I have no support system here.,Future Planning,Medium
I dropped out of school because it was too difficult and it's ruining my life.,Education,Medium
"Lately I have been feeling that I want to become a stronger, more confident girl",Self-Esteem,Low
I feel like My parents cannot afford to sponsor my education anymore. I just want things to get better.,Financial,Medium
"Honestly, I hate how I look and feel completely insecure and it's ruining my life.",Empowerment,Medium
I need to vent: I don't know how to prepare for a job interview and I don't know what to do.,Career,Low
"Lately, I am struggling financially to make ends meet each month and I have no support system here.",School Fees,Medium
Every day it's the same: I am body-shamed by my peers and it destroys my confidence right now.,Self-Esteem,Medium
I feel like I don't have access to clean drinking water and I am sick and I don't know what to do.,Health,High
Lately I have been feeling that I cannot understand mathematics concepts and it's completely draining my energy.,Academics,Low
Can anyone advise me? I am struggling to find mentorship opportunities and it's completely draining my energy.,Future Planning,Medium
Lately I have been feeling that I am struggling with my academic performance this term. I just want things to get better.,Education,Medium
"Honestly, I am facing severe period poverty and using unsafe alternatives. It is so hard.",Hygiene,High
"Honestly, I am trying to figure out what my strengths are and it's completely draining my energy.",Career,Low
"To be honest, I feel embarrassed to ask about changes in my body during puberty and I don't know what to do.",Health,Medium
Lately I have been feeling that I am struggling to find mentorship opportunities. It is so hard.,Future Planning,Medium
I need to vent: I am constantly stressed about how to source funds for tuition fees right now.,School Fees,Medium
Can anyone advise me? I don't know how to properly manage my menstrual hygiene. I feel stuck.,Health,Medium
I am struggling because I have a severe infection but no access to a clinic,Hygiene,High
Can anyone advise me? I don't know how to prepare for a job interview right now.,Future Planning,Low
"Lately, I have an untreated reproductive tract illness and nowhere to go which makes everything worse.",Hygiene,High
I have an outstanding balance and won't be allowed to register right now.,School Fees,Medium
"Honestly, We lack basic sanitation facilities in our community and it's completely draining my energy.",Hygiene,High
Lately I have been feeling that I might drop out of school due to financial struggles and it's completely draining my energy.,School Fees,Medium
I am struggling because I feel stuck and hopeless about my career path and it's ruining my life.,Future Planning,Medium
I am body-shamed by my peers and it destroys my confidence. I just want things to get better.,Self-Esteem,Medium
I feel like I am worried I will never find employment after graduation right now.,Career,Medium
I feel like There is no clean or private place to change my pads at school which makes everything worse.,Health,Medium
"Please help, I need help building a professional resume and it's ruining my life.",Future Planning,Low
I cannot understand mathematics concepts. It is so hard.,Education,Low
"I feel like I don't want to wake up tomorrow, I want to die and it's ruining my life.",Mental Health,Critical
"To be honest, I am facing extreme financial crisis and debt. It is so hard.",Financial,High
I want to apply for leadership opportunities but I feel unprepared and unqualified.,Empowerment,Low
I am slipping back into deep depression and feel trapped right now.,Mental Health,High
"Lately, I am facing extreme financial crisis and debt and I don't know what to do.",Financial,High
I don't have the skills required to get hired anywhere. It is so hard.,Future Planning,Medium
Every day it's the same: I don't know how to prepare for a job interview,Career,Low
It is hard to admit but I have an untreated reproductive tract illness and nowhere to go right now.,Health,High
"To be honest, I need advice on reproductive health but have no one to ask. I just want things to get better.",Hygiene,Medium
Lately I have been feeling that I am worried I will never find employment after graduation. I just want things to get better.,Career,Medium
"To be honest, I cannot afford the textbooks and materials needed for class and it's ruining my life.",School Fees,Medium
I need to vent: I have a severe infection but no access to a clinic and it's ruining my life.,Health,High
I need to vent: I feel like I am not good enough for any opportunities. I feel stuck.,Self-Esteem,Medium
"I feel like I am thinking about suicide, I can't do this anymore and it's completely draining my energy.",Mental Health,Critical
Every day it's the same: I have a severe infection but no access to a clinic and it's ruining my life.,Health,High
I feel like I feel stuck and hopeless about my career path which makes everything worse.,Future Planning,Medium
I am struggling because I want to build my self-esteem but don't know how right now.,Empowerment,Low
"Lately, I feel like I am not good enough for any opportunities. I feel stuck.",Self-Esteem,Medium
I feel like I don't have the skills required to get hired anywhere and I don't know what to do.,Career,Medium
It is hard to admit but I have a severe infection but no access to a clinic. I just want things to get better.,Hygiene,High
Lately I have been feeling that I always seek validation from others to feel good. I just want things to get better.,Empowerment,Low
Lately I have been feeling that I am struggling financially to make ends meet each month and it's ruining my life.,School Fees,Medium
It is hard to admit but I want to learn how to network professionally within my field,Career,Low
Lately I have been feeling that I am struggling to find mentorship opportunities and I have no support system here.,Career,Medium
"Honestly, I always seek validation from others to feel good right now.",Self-Esteem,Low
I feel like I want to find a mentor to guide my career. It is so hard.,Future Planning,Low
"To be honest, I want to believe in myself more but my inner voice is so negative which makes everything worse.",Empowerment,Low
Every day it's the same: I don't know how to study effectively for finals which makes everything worse.,Academics,Low
I feel like I cannot afford sanitary pads and miss school every month and it's completely draining my energy.,Hygiene,High
"Honestly, I feel completely insecure and unloved when I compare myself online and I have no support system here.",Self-Esteem,Medium
I am struggling because I am falling behind on my reading list this semester. I just want things to get better.,Education,Low
Can anyone advise me? I feel completely insecure and unloved when I compare myself online. It is so hard.,Self-Esteem,Medium
It is hard to admit but I am facing severe period poverty and using unsafe alternatives and it's ruining my life.,Hygiene,High
Lately I have been feeling that I have a severe infection but no access to a clinic and I have no support system here.,Health,High
"Please help, I keep getting poor grades despite trying my best",Academics,Medium
Can anyone advise me? I need reliable information on contraceptive methods and I don't know what to do.,Health,Medium
I am struggling because I feel utterly alone and depressed every single day right now.,Mental Health,High
It is hard to admit but I am struggling financially to make ends meet each month and it's completely draining my energy.,School Fees,Medium
"Honestly, I am facing severe period poverty and using unsafe alternatives and I have no support system here.",Hygiene,High
I need to vent: I need advice on reproductive health but have no one to ask which makes everything worse.,Health,Medium
I need to vent: I don't know how to properly manage my menstrual hygiene right now.,Hygiene,Medium
I need to vent: I cannot afford sanitary pads and miss school every month and it's ruining my life.,Health,High
Lately I have been feeling that I hate how I look and feel completely insecure. It is so hard.,Empowerment,Medium
Every day it's the same: The pain is too much and I want to commit suicide and I don't know what to do.,Mental Health,Critical
Every day it's the same: I don't know how to properly manage my menstrual hygiene. I feel stuck.,Health,Medium
Every day it's the same: I need extra tutoring for my science courses and it's completely draining my energy.,Education,Low
Can anyone advise me? I don't know which career or major to choose and I have no support system here.,Career,Low
It is hard to admit but I always seek validation from others to feel good,Self-Esteem,Low
"To be honest, Everyone else seems so confident and I feel worthless. I just want things to get better.",Empowerment,Medium
I need to vent: I feel nervous about presenting my group project next week and I don't know what to do.,Education,Low
"Please help, I want to believe in myself more but my inner voice is so negative",Self-Esteem,Low
I need to vent: I feel locked out of career spaces because I don't have connections. I just want things to get better.,Future Planning,Medium
It is hard to admit but I need extra tutoring for my science courses. I just want things to get better.,Academics,Low
Every day it's the same: I keep getting poor grades despite trying my best. I feel stuck.,Education,Medium
"Lately, I feel completely insecure and unloved when I compare myself online. I feel stuck.",Empowerment,Medium
I am struggling because There is no clean or private place to change my pads at school and I have no support system here.,Hygiene,Medium
Every day it's the same: I feel stuck and hopeless about my career path and I don't know what to do.,Career,Medium
Every day it's the same: I lack clean water for bathing and personal hygiene which makes everything worse.,Health,Medium
Every day it's the same: I feel like failing these assignments will ruin my entire future. I feel stuck.,Education,Medium
Lately I have been feeling that I need extra tutoring for my science courses and it's ruining my life.,Education,Low
I am worried about my physical health and lack of nutrition right now.,Hygiene,Medium
"To be honest, I keep getting poor grades despite trying my best and it's completely draining my energy.",Academics,Medium
I need to vent: I am body-shamed by my peers and it destroys my confidence,Self-Esteem,Medium
I need to vent: I cannot afford sanitary pads and miss school every month and it's completely draining my energy.,Health,High
I need to vent: I feel confused about transitioning from school to the workforce and it's completely draining my energy.,Career,Low
I am struggling because I feel completely insecure and unloved when I compare myself online and I don't know what to do.,Self-Esteem,Medium
Can anyone advise me? I feel so overwhelmed by my emotions and regular stress. I feel stuck.,Mental Health,Medium
Can anyone advise me? I feel invisible when I am in a room full of people right now.,Self-Esteem,Low
Can anyone advise me? I am failing my end of semester exams and I have no support system here.,Education,Medium
I need to vent: I am facing extreme financial crisis and debt right now.,School Fees,High
Lately I have been feeling that I need extra tutoring for my science courses. It is so hard.,Academics,Low
Lately I have been feeling that There is no clean or private place to change my pads at school. It is so hard.,Hygiene,Medium
Can anyone advise me? I lack clean water for bathing and personal hygiene. I feel stuck.,Health,Medium
I am struggling because I feel like failing these assignments will ruin my entire future and it's completely draining my energy.,Academics,Medium
I can't seem to sleep or rest because my mind won't stop worrying and it's completely draining my energy.,Mental Health,Medium
Every day it's the same: I find it hard to concentrate during lectures. It is so hard.,Education,Low
Lately I have been feeling that I don't know how to study effectively for finals right now.,Education,Low
"Honestly, I am struggling to find mentorship opportunities. It is so hard.",Career,Medium
I feel like I am facing extreme financial crisis and debt and I have no support system here.,School Fees,High
I need to vent: I am struggling to find mentorship opportunities and it's completely draining my energy.,Career,Medium
"Honestly, I want to build my self-esteem but don't know how right now.",Self-Esteem,Low
"Honestly, I find it hard to speak up or stand up for myself and I have no support system here.",Self-Esteem,Low
It is hard to admit but I have an untreated reproductive tract illness and nowhere to go and it's ruining my life.,Hygiene,High
"Honestly, I always seek validation from others to feel good and I don't know what to do.",Self-Esteem,Low
"Please help, I need reliable information on contraceptive methods and it's completely draining my energy.",Health,Medium
I feel like I need reliable information on contraceptive methods and I don't know what to do.,Health,Medium
It is hard to admit but Everyone else seems so confident and I feel worthless. I feel stuck.,Self-Esteem,Medium
I am struggling because I feel nervous about presenting my group project next week. I just want things to get better.,Academics,Low
"Honestly, I have an outstanding balance and won't be allowed to register",School Fees,Medium
Can anyone advise me? I feel invisible when I am in a room full of people which makes everything worse.,Empowerment,Low
Every day it's the same: I am trying to figure out what my strengths are and I have no support system here.,Future Planning,Low
Can anyone advise me? The pressure to pass my classes is overwhelming me. I just want things to get better.,Academics,Medium
I feel like I feel deeply depressed and hopeless about everything and I don't know what to do.,Mental Health,High
"Honestly, I cannot afford sanitary pads and miss school every month. I feel stuck.",Hygiene,High
Every day it's the same: I have a plan to end my life tonight right now.,Mental Health,Critical
I need to vent: I feel completely insecure and unloved when I compare myself online which makes everything worse.,Empowerment,Medium
Lately I have been feeling that I am struggling to find mentorship opportunities right now.,Future Planning,Medium
Can anyone advise me? I am being evicted because I cannot pay rent. It is so hard.,School Fees,High
"Honestly, I don't have the skills required to get hired anywhere. It is so hard.",Future Planning,Medium
"Can anyone advise me? I don't want to wake up tomorrow, I want to die. It is so hard.",Mental Health,Critical
"Honestly, The pressure to pass my classes is overwhelming me right now.",Academics,Medium
"Lately I have been feeling that My mind is constantly racing with dark, heavy thoughts right now.",Mental Health,High
I need to vent: I feel nervous about presenting my group project next week and it's ruining my life.,Academics,Low
"Lately I have been feeling that I want to become a stronger, more confident girl and it's completely draining my energy.",Empowerment,Low
I am struggling because I don't have the skills required to get hired anywhere. I feel stuck.,Career,Medium
I feel confused about transitioning from school to the workforce. I just want things to get better.,Future Planning,Low
Can anyone advise me? I cannot understand mathematics concepts which makes everything worse.,Academics,Low
"To be honest, Everyone else seems so confident and I feel worthless which makes everything worse.",Self-Esteem,Medium
Lately I have been feeling that My family has no money for food or basic survival and I don't know what to do.,School Fees,High
I need to vent: I cannot afford the textbooks and materials needed for class. I feel stuck.,School Fees,Medium
I need to vent: I need reliable information on contraceptive methods and I have no support system here.,Hygiene,Medium
I am struggling because I am facing extreme financial crisis and debt. I feel stuck.,Financial,High
"To be honest, I feel stuck and hopeless about my career path. It is so hard.",Career,Medium
It is hard to admit but I feel confused about transitioning from school to the workforce. I feel stuck.,Future Planning,Low
"Please help, Severe panic attacks are making it impossible to breathe which makes everything worse.",Mental Health,High
Lately I have been feeling that My parents cannot afford to sponsor my education anymore and it's completely draining my energy.,School Fees,Medium
"Lately, I feel like I am not good enough for any opportunities and it's ruining my life.",Empowerment,Medium
Every day it's the same: I want to believe in myself more but my inner voice is so negative. I feel stuck.,Empowerment,Low
I am falling behind on my reading list this semester and I have no support system here.,Education,Low
I feel like I feel invisible when I am in a room full of people. I feel stuck.,Empowerment,Low
"Lately, I want to become a stronger, more confident girl right now.",Empowerment,Low
I feel like I am struggling financially to make ends meet each month and I don't know what to do.,School Fees,Medium
I feel like I feel very lonely and isolated from my friends. It is so hard.,Mental Health,Medium
Can anyone advise me? I can't seem to sleep or rest because my mind won't stop worrying right now.,Mental Health,Medium
"Lately, I am facing severe period poverty and using unsafe alternatives which makes everything worse.",Hygiene,High
It is hard to admit but I don't know how to properly manage my menstrual hygiene and it's completely draining my energy.,Hygiene,Medium
I am struggling because I've been crying for days and I feel completely empty and it's completely draining my energy.,Mental Health,High
I am struggling because I need advice on reproductive health but have no one to ask and it's completely draining my energy.,Hygiene,Medium
I am struggling because I have an outstanding balance and won't be allowed to register and I don't know what to do.,Financial,Medium
Can anyone advise me? My parents cannot afford to sponsor my education anymore and I have no support system here.,Financial,Medium
I don't have a laptop and it is making online assignments almost impossible.,Education,High
Lately I have been feeling that Everyone else seems so confident and I feel worthless and I have no support system here.,Empowerment,Medium
Can anyone advise me? I have a plan to end my life tonight right now.,Mental Health,Critical
I need to vent: The pressure to pass my classes is overwhelming me. I just want things to get better.,Academics,Medium
Can anyone advise me? I have no money to pay for my university school fees,Financial,Medium
"Lately, I lack clean water for bathing and personal hygiene. It is so hard.",Hygiene,Medium
"Honestly, I want to find a mentor to guide my career and it's ruining my life.",Career,Low
It is hard to admit but I feel so overwhelmed by my emotions and regular stress and I have no support system here.,Mental Health,Medium
I am struggling because I cannot understand mathematics concepts which makes everything worse.,Academics,Low
"Please help, I hate how I look and feel completely insecure and I have no support system here.",Self-Esteem,Medium
I feel like I cannot understand mathematics concepts. I just want things to get better.,Academics,Low
Can anyone advise me? I dropped out of school because it was too difficult,Education,Medium
I have been crying every day for weeks because the stress just won't let up.,Stress,High
I cannot focus during exams and I always blank out even when I have studied.,Education,Medium
The emotional burden of being a first-generation student is crushing me inside.,Mental Health,Medium
I feel like Unemployment is making me feel like a burden and it's ruining my life.,Future Planning,Medium
I am struggling because I don't have the skills required to get hired anywhere. I just want things to get better.,Career,Medium
I am struggling because I lack clean water for bathing and personal hygiene,Health,Medium
"Please help, I feel invisible when I am in a room full of people right now.",Empowerment,Low
"Lately, I feel completely hopeless and want to end it all",Mental Health,Critical
Lately I have been feeling that I find it hard to concentrate during lectures. I feel stuck.,Education,Low
I cannot understand my university coursework. I feel stuck.,Education,Medium
"Please help, I am falling behind on my reading list this semester. I just want things to get better.",Education,Low
Every day it's the same: I feel like failing these assignments will ruin my entire future. It is so hard.,Academics,Medium
Lately I have been feeling that I don't have the skills required to get hired anywhere and I don't know what to do.,Future Planning,Medium
"Lately, I am being evicted because I cannot pay rent. I feel stuck.",Financial,High
Lately I have been feeling that I always seek validation from others to feel good,Self-Esteem,Low
I feel like I am worried about my physical health and lack of nutrition and it's completely draining my energy.,Health,Medium
I am constantly stressed about how to source funds for tuition fees which makes everything worse.,School Fees,Medium
"Honestly, I am failing my end of semester exams. I feel stuck.",Education,Medium
I want to find a mentor to guide my career right now.,Career,Low
Every day it's the same: I am planning to harm myself tonight because I cannot take it anymore and I don't know what to do.,Mental Health,Critical
I am struggling because I feel confused about transitioning from school to the workforce and it's completely draining my energy.,Future Planning,Low
I feel like I don't have the skills required to get hired anywhere and it's ruining my life.,Future Planning,Medium
"Honestly, I find it hard to concentrate during lectures. I just want things to get better.",Education,Low
"To be honest, I constantly doubt my abilities and intelligence and it's completely draining my energy.",Empowerment,Medium
I need to vent: I need extra tutoring for my science courses and it's ruining my life.,Education,Low
I am struggling because I feel so overwhelmed by my emotions and regular stress and it's completely draining my energy.,Mental Health,Medium
Lately I have been feeling that I am constantly stressed about how to source funds for tuition fees. I just want things to get better.,Financial,Medium
"To be honest, My family has no money for food or basic survival which makes everything worse.",School Fees,High
"Please help, I find it hard to speak up or stand up for myself right now.",Self-Esteem,Low
I am struggling because I feel nervous about presenting my group project next week right now.,Academics,Low
I am struggling because I feel pressured to change my appearance just to fit in with others and it's ruining my life.,Empowerment,Medium
I want to build my self-esteem but don't know how and I don't know what to do.,Self-Esteem,Low
I feel like I am constantly stressed about how to source funds for tuition fees. I feel stuck.,Financial,Medium
I am struggling because I don't know how to prepare for a job interview which makes everything worse.,Career,Low
"Honestly, I feel so overwhelmed by my emotions and regular stress which makes everything worse.",Mental Health,Medium
I dropped out of school because it was too difficult and I don't know what to do.,Academics,Medium
I feel like I am trying to figure out what my strengths are. It is so hard.,Future Planning,Low
"Lately, I feel confused about transitioning from school to the workforce",Future Planning,Low
"To be honest, I have a severe infection but no access to a clinic",Hygiene,High
"Please help, I find it hard to speak up or stand up for myself and it's ruining my life.",Self-Esteem,Low
"Lately, I want to become a stronger, more confident girl and it's completely draining my energy.",Empowerment,Low
"To be honest, I need help building a professional resume and I have no support system here.",Future Planning,Low
I want to find a mentor to guide my career which makes everything worse.,Career,Low
"Honestly, The pressure to pass my classes is overwhelming me and I don't know what to do.",Education,Medium
"Lately, I might drop out of school due to financial struggles right now.",School Fees,Medium
I am struggling because I lack clean water for bathing and personal hygiene which makes everything worse.,Health,Medium
I need to vent: I feel so overwhelmed by my emotions and regular stress. I feel stuck.,Mental Health,Medium
I am struggling because I am slipping back into deep depression and feel trapped. It is so hard.,Mental Health,High
Lately I have been feeling that I constantly doubt my abilities and intelligence. I feel stuck.,Self-Esteem,Medium
"I feel like I want to become a stronger, more confident girl and it's completely draining my energy.",Self-Esteem,Low
It is hard to admit but I am planning to harm myself tonight because I cannot take it anymore. I feel stuck.,Mental Health,Critical
It is hard to admit but I cannot understand my university coursework and I have no support system here.,Education,Medium
"Please help, I feel invisible when I am in a room full of people and I have no support system here.",Empowerment,Low
I am struggling because I have a plan to end my life tonight and I have no support system here.,Mental Health,Critical
I am struggling because I might drop out of school due to financial struggles. It is so hard.,Financial,Medium
Every day it's the same: I feel locked out of career spaces because I don't have connections right now.,Career,Medium
Every day it's the same: I want to believe in myself more but my inner voice is so negative. I just want things to get better.,Empowerment,Low
Lately I have been feeling that I am slipping back into deep depression and feel trapped and I have no support system here.,Mental Health,High
Every day it's the same: Everyone else seems so confident and I feel worthless. I just want things to get better.,Self-Esteem,Medium
"To be honest, I am failing my end of semester exams and I have no support system here.",Education,Medium
"Please help, I cannot afford the textbooks and materials needed for class which makes everything worse.",Financial,Medium
I find it hard to speak up or stand up for myself which makes everything worse.,Self-Esteem,Low
It is hard to admit but I feel completely hopeless and want to end it all and it's completely draining my energy.,Mental Health,Critical
"Please help, I feel completely insecure and unloved when I compare myself online and it's completely draining my energy.",Self-Esteem,Medium
It is hard to admit but I cannot afford the textbooks and materials needed for class and I don't know what to do.,School Fees,Medium
Can anyone advise me? I feel pressured to change my appearance just to fit in with others right now.,Self-Esteem,Medium
"Lately, The pressure to pass my classes is overwhelming me and it's completely draining my energy.",Education,Medium
"To be honest, I don't have the skills required to get hired anywhere right now.",Career,Medium
I feel like I cannot afford the textbooks and materials needed for class. I just want things to get better.,School Fees,Medium
It is hard to admit but The pressure to pass my classes is overwhelming me right now.,Education,Medium
"Please help, I feel embarrassed to ask about changes in my body during puberty",Health,Medium
I need to vent: I have to drop out entirely because we cannot pay basic living fees. It is so hard.,Financial,High
I am struggling because I am failing my end of semester exams right now.,Education,Medium
Can anyone advise me? I am failing my end of semester exams and I have no support system here.,Academics,Medium
"To be honest, I find it hard to concentrate during lectures. It is so hard.",Education,Low
I need to vent: I don't have the skills required to get hired anywhere. It is so hard.,Future Planning,Medium
"Lately, I missed my final exams because I lacked basic menstrual health supplies",Health,High
"Lately, I am trying to figure out what my strengths are. I feel stuck.",Career,Low
Every day it's the same: I am facing severe period poverty and using unsafe alternatives which makes everything worse.,Hygiene,High
It is hard to admit but I don't know how to study effectively for finals and I have no support system here.,Academics,Low
I am struggling because I am struggling financially to make ends meet each month. It is so hard.,School Fees,Medium
Can anyone advise me? I am falling behind on my reading list this semester right now.,Education,Low
Lately I have been feeling that We lack basic sanitation facilities in our community right now.,Hygiene,High
I need to vent: I am struggling financially to make ends meet each month which makes everything worse.,School Fees,Medium
"Every day it's the same: I want to become a stronger, more confident girl. I feel stuck.",Empowerment,Low
Every day it's the same: I want to build my self-esteem but don't know how and I have no support system here.,Self-Esteem,Low
Lately I have been feeling that Unemployment is making me feel like a burden. It is so hard.,Future Planning,Medium
I need reliable information on contraceptive methods. I feel stuck.,Health,Medium
"Please help, I am trying to figure out what my strengths are right now.",Career,Low
I feel like I want to learn how to network professionally within my field and I have no support system here.,Career,Low
"Honestly, I don't know how to prepare for a job interview",Career,Low
I need to vent: I am constantly stressed about how to source funds for tuition fees which makes everything worse.,School Fees,Medium
I feel like I don't know which career or major to choose and it's ruining my life.,Future Planning,Low
"Please help, I cannot afford the textbooks and materials needed for class right now.",Financial,Medium
"Honestly, We lack basic sanitation facilities in our community. I feel stuck.",Health,High
It is hard to admit but I feel nervous about presenting my group project next week. I just want things to get better.,Education,Low
"Please help, I am constantly stressed about how to source funds for tuition fees and I don't know what to do.",Financial,Medium
I need to vent: I am trying to figure out what my strengths are right now.,Future Planning,Low
"To be honest, I cannot understand my university coursework and it's ruining my life.",Education,Medium
Lately I have been feeling that I feel stressed out and overwhelmed by life and it's completely draining my energy.,Mental Health,Medium
"Please help, I struggle to say no when people pressure me into things and it's completely draining my energy.",Self-Esteem,Low
I feel like I want to build my self-esteem but don't know how. I feel stuck.,Empowerment,Low
I need to vent: I struggle to say no when people pressure me into things. I just want things to get better.,Self-Esteem,Low
"Please help, I struggle to say no when people pressure me into things which makes everything worse.",Self-Esteem,Low
Lately I have been feeling that I am struggling to find mentorship opportunities,Career,Medium
Can anyone advise me? I don't have access to clean drinking water and I am sick and it's completely draining my energy.,Hygiene,High
I need to vent: I don't know how to properly manage my menstrual hygiene. I just want things to get better.,Health,Medium
Every day it's the same: I struggle to say no when people pressure me into things and I have no support system here.,Empowerment,Low
"To be honest, I feel embarrassed to ask about changes in my body during puberty and it's completely draining my energy.",Health,Medium
Can anyone advise me? I lack clean water for bathing and personal hygiene. I feel stuck.,Hygiene,Medium
Every day it's the same: I have a severe infection but no access to a clinic which makes everything worse.,Hygiene,High
Can anyone advise me? I need help building a professional resume. I feel stuck.,Career,Low
I am struggling because I want to learn how to network professionally within my field and I don't know what to do.,Career,Low
"Honestly, I feel invisible when I am in a room full of people and it's ruining my life.",Self-Esteem,Low
It is hard to admit but I don't know how to properly manage my menstrual hygiene and it's ruining my life.,Hygiene,Medium
I am struggling because I am facing severe period poverty and using unsafe alternatives which makes everything worse.,Hygiene,High
Every day it's the same: I feel very lonely and isolated from my friends,Mental Health,Medium
"To be honest, I don't know how to properly manage my menstrual hygiene. It is so hard.",Health,Medium
"To be honest, I need help building a professional resume and I have no support system here.",Career,Low
Every day it's the same: I feel nervous about presenting my group project next week. It is so hard.,Education,Low
Lately I have been feeling that I don't have access to clean drinking water and I am sick. I feel stuck.,Hygiene,High
