text,expertise,risk
I am struggling because I hate how I look and feel completely insecure and I have no support system here.,Self-Esteem & Empowerment,Medium
I need to vent: I feel so overwhelmed by my emotions and regular stress. I just want things to get better.,Mental Health,Medium
I need to vent: I have a severe infection but no access to a clinic and it's completely draining my energy.,Hygiene & Health,High
"Lately, I cannot understand mathematics concepts and it's completely draining my energy.",Education & Academics,Low
I find it hard to concentrate during lectures and I don't know what to do.,Education & Academics,Low
Every day it's the same: There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene & Health,Medium
"To be honest, There is no clean or private place to change my pads at school and I don't know what to do.",Hygiene & Health,Medium
I feel like I am struggling financially to make ends meet each month,Financial & School Fees,Medium
"Lately, I want to learn how to network professionally within my field. It is so hard.",Career & Future,Low
Lately I have been feeling that My anxiety is so bad I can't leave my room which makes everything worse.,Mental Health,High
I feel like I am not good enough for any opportunities which makes everything worse.,Self-Esteem & Empowerment,Medium
"I am thinking about suicide, I can't do this anymore and I have no support system here.",Mental Health,Critical
I feel like My anxiety is so bad I can't leave my room,Mental Health,High
I am struggling because I have to drop out entirely because we cannot pay basic living fees,Financial & School Fees,High
"Honestly, I feel like I am not good enough for any opportunities which makes everything worse.",Self-Esteem & Empowerment,Medium
I am struggling because My parents cannot afford to sponsor my education anymore and I don't know what to do.,Financial & School Fees,Medium
It is hard to admit but I am facing extreme financial crisis and debt,Financial & School Fees,High
"Please help, I have a severe infection but no access to a clinic. I feel stuck.",Hygiene & Health,High
I am struggling because I want to build my self-esteem but don't know how and it's completely draining my energy.,Self-Esteem & Empowerment,Low
I am struggling because I feel completely hopeless and want to end it all and it's completely draining my energy.,Mental Health,Critical
"To be honest, I feel utterly alone and depressed every single day",Mental Health,High
"I want to end my life, everything is too heavy which makes everything worse.",Mental Health,Critical
I am struggling because I have to drop out entirely because we cannot pay basic living fees which makes everything worse.,Financial & School Fees,High
Can anyone advise me? We lack basic sanitation facilities in our community and it's ruining my life.,Hygiene & Health,High
"Please help, I find it hard to speak up or stand up for myself right now.",Self-Esteem & Empowerment,Low
I feel like I feel deeply depressed and hopeless about everything. It is so hard.,Mental Health,High
I feel like I need help building a professional resume,Career & Future,Low
"To be honest, I feel so overwhelmed by my emotions and regular stress which makes everything worse.",Mental Health,Medium
Can anyone advise me? I feel so overwhelmed by my emotions and regular stress and I have no support system here.,Mental Health,Medium
"To be honest, I cannot control my mood swings lately. It is so hard.",Mental Health,Medium
"Please help, I am facing extreme financial crisis and debt and I don't know what to do.",Financial & School Fees,High
Can anyone advise me? I have a plan to end my life tonight which makes everything worse.,Mental Health,Critical
I am struggling because I don't have access to clean drinking water and I am sick,Hygiene & Health,High
Lately I have been feeling that I don't know how to prepare for a job interview. It is so hard.,Career & Future,Low
"To be honest, I have no money to pay for my university school fees and it's completely draining my energy.",Financial & School Fees,Medium
I am struggling because I always seek validation from others to feel good. I feel stuck.,Self-Esteem & Empowerment,Low
Lately I have been feeling that I missed my final exams because I lacked basic menstrual health supplies,Hygiene & Health,High
"Lately, I want to believe in myself more but my inner voice is so negative",Self-Esteem & Empowerment,Low
I feel like Severe panic attacks are making it impossible to breathe,Mental Health,High
Every day it's the same: I am worried about my physical health and lack of nutrition and it's ruining my life.,Hygiene & Health,Medium
"Honestly, I have a severe infection but no access to a clinic and I don't know what to do.",Hygiene & Health,High
Every day it's the same: I don't have access to clean drinking water and I am sick right now.,Hygiene & Health,High
Can anyone advise me? I am trying to figure out what my strengths are. It is so hard.,Career & Future,Low
"Please help, I feel like failing these assignments will ruin my entire future which makes everything worse.",Education & Academics,Medium
Every day it's the same: I am body-shamed by my peers and it destroys my confidence. I just want things to get better.,Self-Esteem & Empowerment,Medium
Can anyone advise me? I want to find a mentor to guide my career. I feel stuck.,Career & Future,Low
Can anyone advise me? I feel invisible when I am in a room full of people. It is so hard.,Self-Esteem & Empowerment,Low
I need to vent: I am body-shamed by my peers and it destroys my confidence and I have no support system here.,Self-Esteem & Empowerment,Medium
It is hard to admit but I feel completely hopeless and want to end it all and it's ruining my life.,Mental Health,Critical
It is hard to admit but I keep getting poor grades despite trying my best. It is so hard.,Education & Academics,Medium
I am struggling because I don't know how to study effectively for finals and I have no support system here.,Education & Academics,Low
Lately I have been feeling that I don't have the skills required to get hired anywhere. It is so hard.,Career & Future,Medium
"Lately, I don't want to wake up tomorrow, I want to die. It is so hard.",Mental Health,Critical
I feel stuck and hopeless about my career path right now.,Career & Future,Medium
I don't have the skills required to get hired anywhere and it's completely draining my energy.,Career & Future,Medium
I always seek validation from others to feel good and it's ruining my life.,Self-Esteem & Empowerment,Low
I cannot find a job or internship anywhere which makes everything worse.,Career & Future,Medium
Lately I have been feeling that I don't have the skills required to get hired anywhere and I don't know what to do.,Career & Future,Medium
Lately I have been feeling that I feel stuck and hopeless about my career path and it's ruining my life.,Career & Future,Medium
I am struggling because There is no clean or private place to change my pads at school and it's completely draining my energy.,Hygiene & Health,Medium
It is hard to admit but I can't seem to sleep or rest because my mind won't stop worrying. I just want things to get better.,Mental Health,Medium
"Lately, I am constantly stressed about how to source funds for tuition fees and I have no support system here.",Financial & School Fees,Medium
I feel like I feel pressured to change my appearance just to fit in with others and it's ruining my life.,Self-Esteem & Empowerment,Medium
"Lately, I am falling behind on my reading list this semester and it's completely draining my energy.",Education & Academics,Low
Every day it's the same: There is no clean or private place to change my pads at school which makes everything worse.,Hygiene & Health,Medium
"Please help, I feel deeply depressed and hopeless about everything and it's ruining my life.",Mental Health,High
Lately I have been feeling that I have an untreated reproductive tract illness and nowhere to go. I just want things to get better.,Hygiene & Health,High
"Every day it's the same: I am thinking about suicide, I can't do this anymore. It is so hard.",Mental Health,Critical
I feel like I want to build my self-esteem but don't know how and I don't know what to do.,Self-Esteem & Empowerment,Low
It is hard to admit but I have an untreated reproductive tract illness and nowhere to go and it's completely draining my energy.,Hygiene & Health,High
Every day it's the same: I have to drop out entirely because we cannot pay basic living fees which makes everything worse.,Financial & School Fees,High
Lately I have been feeling that I struggle to say no when people pressure me into things right now.,Self-Esteem & Empowerment,Low
I feel like I cannot find a job or internship anywhere and I don't know what to do.,Career & Future,Medium
I need extra tutoring for my science courses and it's ruining my life.,Education & Academics,Low
"To be honest, I have an untreated reproductive tract illness and nowhere to go. I feel stuck.",Hygiene & Health,High
"Lately, I feel so overwhelmed by my emotions and regular stress right now.",Mental Health,Medium
Can anyone advise me? I am facing severe period poverty and using unsafe alternatives and I don't know what to do.,Hygiene & Health,High
I am struggling because I feel so overwhelmed by my emotions and regular stress and I have no support system here.,Mental Health,Medium
"Honestly, I don't know how to prepare for a job interview",Career & Future,Low
Can anyone advise me? I am planning to harm myself tonight because I cannot take it anymore and it's ruining my life.,Mental Health,Critical
"To be honest, I am facing severe period poverty and using unsafe alternatives. I feel stuck.",Hygiene & Health,High
I am struggling because I feel nervous about presenting my group project next week and I don't know what to do.,Education & Academics,Low
Lately I have been feeling that We lack basic sanitation facilities in our community and I don't know what to do.,Hygiene & Health,High
I need to vent: I have an outstanding balance and won't be allowed to register,Financial & School Fees,Medium
"To be honest, I am constantly stressed about how to source funds for tuition fees right now.",Financial & School Fees,Medium
Every day it's the same: I might drop out of school due to financial struggles. I feel stuck.,Financial & School Fees,Medium
"Can anyone advise me? My mind is constantly racing with dark, heavy thoughts",Mental Health,High
I have a plan to end my life tonight. I just want things to get better.,Mental Health,Critical
I feel like My family has no money for food or basic survival and I don't know what to do.,Financial & School Fees,High
"Please help, I feel stuck and hopeless about my career path and I have no support system here.",Career & Future,Medium
I feel like I am worried about my physical health and lack of nutrition right now.,Hygiene & Health,Medium
"Honestly, I don't know how to prepare for a job interview right now.",Career & Future,Low
"Lately, I missed a few classes and now I am falling behind right now.",Education & Academics,Low
I am facing extreme financial crisis and debt which makes everything worse.,Financial & School Fees,High
"To be honest, I feel utterly alone and depressed every single day. I feel stuck.",Mental Health,High
It is hard to admit but I am falling behind on my reading list this semester and it's completely draining my energy.,Education & Academics,Low
Lately I have been feeling that I feel invisible when I am in a room full of people which makes everything worse.,Self-Esteem & Empowerment,Low
Lately I have been feeling that I hate how I look and feel completely insecure. It is so hard.,Self-Esteem & Empowerment,Medium
"To be honest, We lack basic sanitation facilities in our community. I feel stuck.",Hygiene & Health,High
It is hard to admit but I might drop out of school due to financial struggles. I just want things to get better.,Financial & School Fees,Medium
"Please help, I feel completely hopeless and want to end it all which makes everything worse.",Mental Health,Critical
Lately I have been feeling that I feel invisible when I am in a room full of people. I just want things to get better.,Self-Esteem & Empowerment,Low
"Honestly, Severe panic attacks are making it impossible to breathe right now.",Mental Health,High
Lately I have been feeling that I can't seem to sleep or rest because my mind won't stop worrying. I feel stuck.,Mental Health,Medium
Lately I have been feeling that I feel stressed out and overwhelmed by life,Mental Health,Medium
"To be honest, I want to build my self-esteem but don't know how which makes everything worse.",Self-Esteem & Empowerment,Low
Lately I have been feeling that I am facing severe period poverty and using unsafe alternatives. I feel stuck.,Hygiene & Health,High
I am struggling because I cannot afford the textbooks and materials needed for class and I don't know what to do.,Financial & School Fees,Medium
"Lately, I don't know which career or major to choose",Career & Future,Low
"To be honest, I don't have the skills required to get hired anywhere",Career & Future,Medium
"To be honest, I struggle to say no when people pressure me into things. I just want things to get better.",Self-Esteem & Empowerment,Low
"Lately, My mind is constantly racing with dark, heavy thoughts. I feel stuck.",Mental Health,High
I am struggling because I feel embarrassed to ask about changes in my body during puberty and I have no support system here.,Hygiene & Health,Medium
Can anyone advise me? I've been crying for days and I feel completely empty and I have no support system here.,Mental Health,High
I am struggling because I have an outstanding balance and won't be allowed to register,Financial & School Fees,Medium
Every day it's the same: I need reliable information on contraceptive methods which makes everything worse.,Hygiene & Health,Medium
Can anyone advise me? I feel deeply depressed and hopeless about everything and I have no support system here.,Mental Health,High
I need to vent: I am constantly stressed about how to source funds for tuition fees and it's ruining my life.,Financial & School Fees,Medium
I am constantly stressed about how to source funds for tuition fees and it's completely draining my energy.,Financial & School Fees,Medium
"Honestly, I feel like I am not good enough for any opportunities and I don't know what to do.",Self-Esteem & Empowerment,Medium
"Lately, I am struggling to find mentorship opportunities which makes everything worse.",Career & Future,Medium
Every day it's the same: I don't have the skills required to get hired anywhere and I have no support system here.,Career & Future,Medium
Lately I have been feeling that I am worried I will never find employment after graduation and I have no support system here.,Career & Future,Medium
"Honestly, I want to build my self-esteem but don't know how right now.",Self-Esteem & Empowerment,Low
It is hard to admit but I need extra tutoring for my science courses right now.,Education & Academics,Low
I feel like I have a plan to end my life tonight and I don't know what to do.,Mental Health,Critical
"Please help, I am worried I will never find employment after graduation. I feel stuck.",Career & Future,Medium
"Honestly, I am worried I will never find employment after graduation. It is so hard.",Career & Future,Medium
"Please help, I need extra tutoring for my science courses which makes everything worse.",Education & Academics,Low
"Honestly, I have to drop out entirely because we cannot pay basic living fees. I just want things to get better.",Financial & School Fees,High
"Please help, I have an outstanding balance and won't be allowed to register and I have no support system here.",Financial & School Fees,Medium
I am struggling because I have no money to pay for my university school fees and it's completely draining my energy.,Financial & School Fees,Medium
It is hard to admit but I struggle to say no when people pressure me into things and I don't know what to do.,Self-Esteem & Empowerment,Low
"Honestly, The pressure to pass my classes is overwhelming me right now.",Education & Academics,Medium
Every day it's the same: My anxiety is so bad I can't leave my room and it's completely draining my energy.,Mental Health,High
Lately I have been feeling that I am slipping back into deep depression and feel trapped right now.,Mental Health,High
"I need to vent: My mind is constantly racing with dark, heavy thoughts. I just want things to get better.",Mental Health,High
"To be honest, I want to become a stronger, more confident girl",Self-Esteem & Empowerment,Low
I need to vent: I feel stuck and hopeless about my career path. I just want things to get better.,Career & Future,Medium
Can anyone advise me? I am failing my end of semester exams. I feel stuck.,Education & Academics,Medium
"To be honest, I feel deeply depressed and hopeless about everything right now.",Mental Health,High
"Honestly, I am struggling financially to make ends meet each month and I have no support system here.",Financial & School Fees,Medium
"Please help, The pressure to pass my classes is overwhelming me which makes everything worse.",Education & Academics,Medium
"Lately, I am slipping back into deep depression and feel trapped which makes everything worse.",Mental Health,High
Can anyone advise me? I feel locked out of career spaces because I don't have connections and it's completely draining my energy.,Career & Future,Medium
I need to vent: I need reliable information on contraceptive methods which makes everything worse.,Hygiene & Health,Medium
"Lately, I hate how I look and feel completely insecure. I feel stuck.",Self-Esteem & Empowerment,Medium
Can anyone advise me? I feel confused about transitioning from school to the workforce and I have no support system here.,Career & Future,Low
Every day it's the same: I feel completely hopeless and want to end it all and I have no support system here.,Mental Health,Critical
"Please help, My family has no money for food or basic survival and it's ruining my life.",Financial & School Fees,High
Every day it's the same: I am struggling to find mentorship opportunities and I have no support system here.,Career & Future,Medium
I am struggling because I find it hard to concentrate during lectures. It is so hard.,Education & Academics,Low
I need to vent: I feel stressed out and overwhelmed by life right now.,Mental Health,Medium
Severe panic attacks are making it impossible to breathe which makes everything worse.,Mental Health,High
It is hard to admit but I cannot find a job or internship anywhere and I have no support system here.,Career & Future,Medium
Lately I have been feeling that I've been crying for days and I feel completely empty and it's completely draining my energy.,Mental Health,High
I feel like There is no clean or private place to change my pads at school. I feel stuck.,Hygiene & Health,Medium
"Honestly, I cannot understand my university coursework and it's completely draining my energy.",Education & Academics,Medium
"To be honest, I hate how I look and feel completely insecure. I just want things to get better.",Self-Esteem & Empowerment,Medium
It is hard to admit but I feel stressed out and overwhelmed by life right now.,Mental Health,Medium
I feel like Severe panic attacks are making it impossible to breathe. I just want things to get better.,Mental Health,High
"Honestly, I missed my final exams because I lacked basic menstrual health supplies. It is so hard.",Hygiene & Health,High
I constantly doubt my abilities and intelligence which makes everything worse.,Self-Esteem & Empowerment,Medium
I need reliable information on contraceptive methods. I just want things to get better.,Hygiene & Health,Medium
Every day it's the same: I constantly doubt my abilities and intelligence and I don't know what to do.,Self-Esteem & Empowerment,Medium
I feel like My parents cannot afford to sponsor my education anymore right now.,Financial & School Fees,Medium
"Lately, I want to find a mentor to guide my career right now.",Career & Future,Low
Can anyone advise me? I might drop out of school due to financial struggles,Financial & School Fees,Medium
I am struggling because I lack clean water for bathing and personal hygiene and it's completely draining my energy.,Hygiene & Health,Medium
I am failing my end of semester exams and I don't know what to do.,Education & Academics,Medium
"Lately, I want to end my life, everything is too heavy and it's completely draining my energy.",Mental Health,Critical
"Lately, I missed a few classes and now I am falling behind which makes everything worse.",Education & Academics,Low
"Honestly, I want to become a stronger, more confident girl. I just want things to get better.",Self-Esteem & Empowerment,Low
I feel like I don't know how to prepare for a job interview and I don't know what to do.,Career & Future,Low
Every day it's the same: I am falling behind on my reading list this semester and I have no support system here.,Education & Academics,Low
"To be honest, I am failing my end of semester exams right now.",Education & Academics,Medium
I am struggling because I find it hard to speak up or stand up for myself and I don't know what to do.,Self-Esteem & Empowerment,Low
"To be honest, I want to find a mentor to guide my career. I feel stuck.",Career & Future,Low
"Please help, I don't know which career or major to choose and it's completely draining my energy.",Career & Future,Low
It is hard to admit but I am constantly anxious about my future. It is so hard.,Mental Health,Medium
Lately I have been feeling that I am facing extreme financial crisis and debt and it's ruining my life.,Financial & School Fees,High
I am struggling because I feel deeply depressed and hopeless about everything. I feel stuck.,Mental Health,High
I am worried about my physical health and lack of nutrition and it's ruining my life.,Hygiene & Health,Medium
"To be honest, I am struggling to find mentorship opportunities right now.",Career & Future,Medium
"Lately, My mind is constantly racing with dark, heavy thoughts. It is so hard.",Mental Health,High
"Honestly, I have a plan to end my life tonight and I have no support system here.",Mental Health,Critical
It is hard to admit but I am worried about my physical health and lack of nutrition. I feel stuck.,Hygiene & Health,Medium
Every day it's the same: I dropped out of school because it was too difficult and I have no support system here.,Education & Academics,Medium
"Please help, I missed a few classes and now I am falling behind which makes everything worse.",Education & Academics,Low
Every day it's the same: I hate how I look and feel completely insecure and it's completely draining my energy.,Self-Esteem & Empowerment,Medium
"Honestly, I am trying to figure out what my strengths are which makes everything worse.",Career & Future,Low
It is hard to admit but I cannot understand mathematics concepts. I feel stuck.,Education & Academics,Low
"Honestly, My anxiety is so bad I can't leave my room. I feel stuck.",Mental Health,High
I am struggling because I feel invisible when I am in a room full of people and I don't know what to do.,Self-Esteem & Empowerment,Low
"Lately, I feel very lonely and isolated from my friends and it's completely draining my energy.",Mental Health,Medium
"Lately, I cannot afford sanitary pads and miss school every month and I have no support system here.",Hygiene & Health,High
I am struggling because I am failing my end of semester exams and it's ruining my life.,Education & Academics,Medium
I need to vent: I don't know how to prepare for a job interview and it's ruining my life.,Career & Future,Low
Every day it's the same: I feel confused about transitioning from school to the workforce. It is so hard.,Career & Future,Low
"Honestly, I cannot afford the textbooks and materials needed for class and I have no support system here.",Financial & School Fees,Medium
"Please help, I cannot afford the textbooks and materials needed for class and I don't know what to do.",Financial & School Fees,Medium
I am body-shamed by my peers and it destroys my confidence. It is so hard.,Self-Esteem & Empowerment,Medium
Every day it's the same: I've been crying for days and I feel completely empty which makes everything worse.,Mental Health,High
"Lately, I cannot find a job or internship anywhere. I just want things to get better.",Career & Future,Medium
Lately I have been feeling that I feel locked out of career spaces because I don't have connections and it's completely draining my energy.,Career & Future,Medium
I need to vent: I struggle to say no when people pressure me into things and I don't know what to do.,Self-Esteem & Empowerment,Low
"Every day it's the same: I don't want to wake up tomorrow, I want to die and I have no support system here.",Mental Health,Critical
Can anyone advise me? I am struggling with my academic performance this term right now.,Education & Academics,Medium
Every day it's the same: I've been crying for days and I feel completely empty and I have no support system here.,Mental Health,High
I feel like I feel confused about transitioning from school to the workforce. I feel stuck.,Career & Future,Low
I am struggling because I feel embarrassed to ask about changes in my body during puberty and it's ruining my life.,Hygiene & Health,Medium
I feel like I am facing severe period poverty and using unsafe alternatives. I just want things to get better.,Hygiene & Health,High
I need to vent: I am failing my end of semester exams. I just want things to get better.,Education & Academics,Medium
I feel like I don't know how to study effectively for finals,Education & Academics,Low
"I feel like I am thinking about suicide, I can't do this anymore and I have no support system here.",Mental Health,Critical
I need to vent: There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene & Health,Medium
"Honestly, I need help building a professional resume",Career & Future,Low
It is hard to admit but I feel utterly alone and depressed every single day and I have no support system here.,Mental Health,High
"Lately, I have a severe infection but no access to a clinic right now.",Hygiene & Health,High
"Honestly, I feel confused about transitioning from school to the workforce and it's completely draining my energy.",Career & Future,Low
It is hard to admit but I am facing extreme financial crisis and debt right now.,Financial & School Fees,High
"To be honest, I always seek validation from others to feel good right now.",Self-Esteem & Empowerment,Low
Every day it's the same: I feel locked out of career spaces because I don't have connections and it's ruining my life.,Career & Future,Medium
It is hard to admit but Unemployment is making me feel like a burden right now.,Career & Future,Medium
It is hard to admit but I don't have the skills required to get hired anywhere. I feel stuck.,Career & Future,Medium
Can anyone advise me? My family has no money for food or basic survival,Financial & School Fees,High
It is hard to admit but I lack clean water for bathing and personal hygiene and it's completely draining my energy.,Hygiene & Health,Medium
Lately I have been feeling that I might drop out of school due to financial struggles right now.,Financial & School Fees,Medium
It is hard to admit but I want to believe in myself more but my inner voice is so negative which makes everything worse.,Self-Esteem & Empowerment,Low
Can anyone advise me? I find it hard to speak up or stand up for myself and it's ruining my life.,Self-Esteem & Empowerment,Low
I am struggling because I am constantly stressed about how to source funds for tuition fees and I have no support system here.,Financial & School Fees,Medium
Can anyone advise me? I missed a few classes and now I am falling behind and it's ruining my life.,Education & Academics,Low
"Lately, We lack basic sanitation facilities in our community right now.",Hygiene & Health,High
"To be honest, I am being evicted because I cannot pay rent. I feel stuck.",Financial & School Fees,High
There is no clean or private place to change my pads at school. It is so hard.,Hygiene & Health,Medium
Can anyone advise me? I am struggling with my academic performance this term. I just want things to get better.,Education & Academics,Medium
It is hard to admit but Severe panic attacks are making it impossible to breathe which makes everything worse.,Mental Health,High
I need to vent: I missed a few classes and now I am falling behind and it's completely draining my energy.,Education & Academics,Low
I need to vent: Everyone else seems so confident and I feel worthless and it's completely draining my energy.,Self-Esteem & Empowerment,Medium
I am struggling because I constantly doubt my abilities and intelligence right now.,Self-Esteem & Empowerment,Medium
"Lately I have been feeling that My mind is constantly racing with dark, heavy thoughts which makes everything worse.",Mental Health,High
Lately I have been feeling that I feel locked out of career spaces because I don't have connections,Career & Future,Medium
Can anyone advise me? I am constantly stressed about how to source funds for tuition fees and I don't know what to do.,Financial & School Fees,Medium
I feel like I constantly doubt my abilities and intelligence and I have no support system here.,Self-Esteem & Empowerment,Medium
"Honestly, I feel nervous about presenting my group project next week right now.",Education & Academics,Low
I am struggling because I am struggling to find mentorship opportunities and it's ruining my life.,Career & Future,Medium
"Lately, I feel nervous about presenting my group project next week right now.",Education & Academics,Low
Lately I have been feeling that I find it hard to concentrate during lectures and I don't know what to do.,Education & Academics,Low
I feel like I am being evicted because I cannot pay rent. I just want things to get better.,Financial & School Fees,High
I need to vent: I am constantly stressed about how to source funds for tuition fees right now.,Financial & School Fees,Medium
I might drop out of school due to financial struggles which makes everything worse.,Financial & School Fees,Medium
"Honestly, Unemployment is making me feel like a burden. It is so hard.",Career & Future,Medium
"Lately, I am constantly stressed about how to source funds for tuition fees. I just want things to get better.",Financial & School Fees,Medium
"Please help, I've been crying for days and I feel completely empty",Mental Health,High
Can anyone advise me? I lack clean water for bathing and personal hygiene which makes everything worse.,Hygiene & Health,Medium
"To be honest, I feel so overwhelmed by my emotions and regular stress. It is so hard.",Mental Health,Medium
I feel like I have an untreated reproductive tract illness and nowhere to go. I feel stuck.,Hygiene & Health,High
"Lately, There is no clean or private place to change my pads at school. It is so hard.",Hygiene & Health,Medium
"Lately, I want to learn how to network professionally within my field. I feel stuck.",Career & Future,Low
"To be honest, I don't want to wake up tomorrow, I want to die right now.",Mental Health,Critical
Every day it's the same: I feel embarrassed to ask about changes in my body during puberty right now.,Hygiene & Health,Medium
Can anyone advise me? We lack basic sanitation facilities in our community which makes everything worse.,Hygiene & Health,High
I feel like I feel utterly alone and depressed every single day and it's completely draining my energy.,Mental Health,High
"To be honest, Unemployment is making me feel like a burden which makes everything worse.",Career & Future,Medium
It is hard to admit but I don't know which career or major to choose and it's completely draining my energy.,Career & Future,Low
I need to vent: I am struggling to find mentorship opportunities,Career & Future,Medium
I am struggling because The pressure to pass my classes is overwhelming me which makes everything worse.,Education & Academics,Medium
Can anyone advise me? I dropped out of school because it was too difficult and it's ruining my life.,Education & Academics,Medium
I am struggling because I cannot control my mood swings lately and it's ruining my life.,Mental Health,Medium
I am struggling because I have no money to pay for my university school fees and I have no support system here.,Financial & School Fees,Medium
It is hard to admit but I want to believe in myself more but my inner voice is so negative and it's completely draining my energy.,Self-Esteem & Empowerment,Low
"Lately I have been feeling that My mind is constantly racing with dark, heavy thoughts and it's ruining my life.",Mental Health,High
"To be honest, I always seek validation from others to feel good which makes everything worse.",Self-Esteem & Empowerment,Low
Lately I have been feeling that I am trying to figure out what my strengths are. It is so hard.,Career & Future,Low
I feel like I struggle to say no when people pressure me into things. I feel stuck.,Self-Esteem & Empowerment,Low
"To be honest, I cannot afford sanitary pads and miss school every month. It is so hard.",Hygiene & Health,High
"Lately, I don't want to wake up tomorrow, I want to die. I just want things to get better.",Mental Health,Critical
"To be honest, I feel invisible when I am in a room full of people right now.",Self-Esteem & Empowerment,Low
"It is hard to admit but My mind is constantly racing with dark, heavy thoughts and I don't know what to do.",Mental Health,High
I feel locked out of career spaces because I don't have connections. I feel stuck.,Career & Future,Medium
"Please help, My mind is constantly racing with dark, heavy thoughts right now.",Mental Health,High
Every day it's the same: We lack basic sanitation facilities in our community. It is so hard.,Hygiene & Health,High
"Please help, I need advice on reproductive health but have no one to ask and I have no support system here.",Hygiene & Health,Medium
"Honestly, I am constantly anxious about my future",Mental Health,Medium
It is hard to admit but My parents cannot afford to sponsor my education anymore,Financial & School Fees,Medium
"Lately, I am slipping back into deep depression and feel trapped",Mental Health,High
It is hard to admit but I am constantly stressed about how to source funds for tuition fees and it's ruining my life.,Financial & School Fees,Medium
Lately I have been feeling that I lack clean water for bathing and personal hygiene and it's ruining my life.,Hygiene & Health,Medium
I need to vent: I am struggling to find any motivation to get out of bed,Mental Health,Medium
"Please help, I want to believe in myself more but my inner voice is so negative right now.",Self-Esteem & Empowerment,Low
"To be honest, Severe panic attacks are making it impossible to breathe. I just want things to get better.",Mental Health,High
I am struggling because I am facing extreme financial crisis and debt. I feel stuck.,Financial & School Fees,High
Every day it's the same: I cannot understand mathematics concepts. I feel stuck.,Education & Academics,Low
It is hard to admit but I am struggling to find mentorship opportunities,Career & Future,Medium
Every day it's the same: I am being evicted because I cannot pay rent and I don't know what to do.,Financial & School Fees,High
"To be honest, I am trying to figure out what my strengths are and it's ruining my life.",Career & Future,Low
Every day it's the same: I need help building a professional resume. I just want things to get better.,Career & Future,Low
I feel like I feel completely hopeless and want to end it all. I feel stuck.,Mental Health,Critical
"Lately, I don't know how to study effectively for finals",Education & Academics,Low
It is hard to admit but I am falling behind on my reading list this semester and I have no support system here.,Education & Academics,Low
I am struggling because My family has no money for food or basic survival and it's completely draining my energy.,Financial & School Fees,High
"Honestly, I need advice on reproductive health but have no one to ask and I have no support system here.",Hygiene & Health,Medium
"Lately, I feel like I am not good enough for any opportunities and it's completely draining my energy.",Self-Esteem & Empowerment,Medium
I need to vent: I am constantly anxious about my future and it's completely draining my energy.,Mental Health,Medium
"Honestly, I am falling behind on my reading list this semester and it's ruining my life.",Education & Academics,Low
Lately I have been feeling that The pain is too much and I want to commit suicide and it's ruining my life.,Mental Health,Critical
I feel like I don't know which career or major to choose,Career & Future,Low
It is hard to admit but I am struggling with my academic performance this term and it's completely draining my energy.,Education & Academics,Medium
Every day it's the same: I don't have the skills required to get hired anywhere which makes everything worse.,Career & Future,Medium
"Honestly, I always seek validation from others to feel good",Self-Esteem & Empowerment,Low
"Honestly, I feel locked out of career spaces because I don't have connections and I have no support system here.",Career & Future,Medium
Can anyone advise me? My anxiety is so bad I can't leave my room and it's completely draining my energy.,Mental Health,High
"Please help, I am constantly stressed about how to source funds for tuition fees which makes everything worse.",Financial & School Fees,Medium
Can anyone advise me? I feel stressed out and overwhelmed by life and I don't know what to do.,Mental Health,Medium
Every day it's the same: I am failing my end of semester exams and I have no support system here.,Education & Academics,Medium
"To be honest, I don't know how to prepare for a job interview and I don't know what to do.",Career & Future,Low
Lately I have been feeling that My family has no money for food or basic survival and it's ruining my life.,Financial & School Fees,High
"Please help, I want to find a mentor to guide my career and I have no support system here.",Career & Future,Low
It is hard to admit but I am worried about my physical health and lack of nutrition,Hygiene & Health,Medium
Can anyone advise me? I feel utterly alone and depressed every single day which makes everything worse.,Mental Health,High
I need to vent: I cannot afford sanitary pads and miss school every month right now.,Hygiene & Health,High
"To be honest, I find it hard to speak up or stand up for myself and I don't know what to do.",Self-Esteem & Empowerment,Low
"Every day it's the same: I don't want to wake up tomorrow, I want to die and it's completely draining my energy.",Mental Health,Critical
"Lately, I dropped out of school because it was too difficult. I just want things to get better.",Education & Academics,Medium
I am being evicted because I cannot pay rent. I just want things to get better.,Financial & School Fees,High
I need to vent: I can't seem to sleep or rest because my mind won't stop worrying,Mental Health,Medium
I am struggling because I struggle to say no when people pressure me into things right now.,Self-Esteem & Empowerment,Low
"To be honest, I find it hard to speak up or stand up for myself right now.",Self-Esteem & Empowerment,Low
"Please help, I lack clean water for bathing and personal hygiene right now.",Hygiene & Health,Medium
I need reliable information on contraceptive methods and I have no support system here.,Hygiene & Health,Medium
"Lately, I am worried about my physical health and lack of nutrition and I have no support system here.",Hygiene & Health,Medium
I feel like My anxiety is so bad I can't leave my room and it's ruining my life.,Mental Health,High
"To be honest, I lack clean water for bathing and personal hygiene. I just want things to get better.",Hygiene & Health,Medium
I need to vent: I am struggling financially to make ends meet each month. It is so hard.,Financial & School Fees,Medium
Can anyone advise me? I need extra tutoring for my science courses. It is so hard.,Education & Academics,Low
I am struggling to find mentorship opportunities and I don't know what to do.,Career & Future,Medium
